timestamp,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA
2025-03-05 14:30:00+00:00,271.909912109375,273.0263977050781,270.5,272.9599914550781,4898762
2025-03-05 14:31:00+00:00,272.84991455078125,273.4999084472656,270.91009521484375,271.99609375,611871
2025-03-05 14:32:00+00:00,272.75,273.7200012207031,271.6499938964844,272.6400146484375,589173
2025-03-05 14:33:00+00:00,273.5600891113281,274.2799987792969,271.8999938964844,272.7300109863281,547761
2025-03-05 14:34:00+00:00,274.1294860839844,274.3800048828125,272.78009033203125,273.7922058105469,451268
2025-03-05 14:35:00+00:00,273.8599853515625,274.6700134277344,273.0,274.22869873046875,455582
2025-03-05 14:36:00+00:00,270.4859924316406,273.8599853515625,269.6000061035156,273.8599853515625,919573
2025-03-05 14:37:00+00:00,268.3116149902344,270.4984130859375,268.2799987792969,270.40399169921875,724789
2025-03-05 14:38:00+00:00,268.45989990234375,269.7279968261719,267.7099914550781,268.4700012207031,631003
2025-03-05 14:39:00+00:00,270.56500244140625,270.73858642578125,267.8200988769531,268.45770263671875,587700
2025-03-05 14:40:00+00:00,272.1000061035156,273.260009765625,270.510009765625,270.56500244140625,658590
2025-03-05 14:41:00+00:00,272.4100036621094,272.889892578125,271.381591796875,272.25,347431
2025-03-05 14:42:00+00:00,274.30999755859375,274.79901123046875,272.32000732421875,272.32000732421875,623778
2025-03-05 14:43:00+00:00,275.2951965332031,275.6181945800781,273.92999267578125,274.260009765625,779739
2025-03-05 14:44:00+00:00,274.510009765625,275.4800109863281,273.8999938964844,275.3599853515625,397669
2025-03-05 14:45:00+00:00,274.6099853515625,274.9200134277344,273.5000915527344,274.6099853515625,371491
2025-03-05 14:46:00+00:00,272.75,274.6195068359375,272.40008544921875,274.5400085449219,382479
2025-03-05 14:47:00+00:00,271.1199951171875,272.8420104980469,270.79998779296875,272.67498779296875,582630
2025-03-05 14:48:00+00:00,271.5802917480469,271.82000732421875,270.6199951171875,271.11248779296875,431148
2025-03-05 14:49:00+00:00,270.114990234375,272.0,269.79998779296875,271.6000061035156,497822
2025-03-05 14:50:00+00:00,271.2699890136719,271.6700134277344,269.8999938964844,270.1000061035156,328655
2025-03-05 14:51:00+00:00,271.8399963378906,272.63580322265625,271.2319030761719,271.30499267578125,339124
